course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
MPP 1447,JAZZ GUITAR (ELECTRIC) INSTRUCTION. .,MPP,001/11867,N/A,N/A,Paul Bollenback,1.00,6/7,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1447,JAZZ GUITAR (ELECTRIC) INSTRUCTION. .,MPP,002/13270,N/A,N/A,Leo Traversa,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1447,JAZZ GUITAR (ELECTRIC) INSTRUCTION. .,MPP,001/11063,N/A,N/A,Paul Bollenback,1.00,0/7,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1447,JAZZ GUITAR (ELECTRIC) INSTRUCTION. .,MPP,002/11064,N/A,N/A,Leo Traversa,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1449,JAZZ ORCHESTRATION. .,MPP,001/13368,N/A,N/A,Ole Mathisen,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1449,JAZZ ORCHESTRATION. .,MPP,002/13369,N/A,N/A,Don Sickler,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1449,JAZZ ORCHESTRATION. .,MPP,001/15396,N/A,N/A,Ole Mathisen,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1449,JAZZ ORCHESTRATION. .,MPP,002/15397,N/A,N/A,Don Sickler,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1451,JAZZ PERCUSSION INSTRUCTION. .,MPP,001/13370,N/A,N/A,Anthony Moreno,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1451,JAZZ PERCUSSION INSTRUCTION. .,MPP,002/11910,N/A,N/A,Vince Cherico,1.00,6/7,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1451,JAZZ PERCUSSION INSTRUCTION. .,MPP,002/11066,N/A,N/A,Vince Cherico,1.00,0/6,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1453,JAZZ PIANO INSTRUCTION. .,MPP,001/11913,N/A,N/A,Gabriel Guerrero,1.00,4/7,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1453,JAZZ PIANO INSTRUCTION. .,MPP,002/11915,N/A,N/A,Victor Lin,1.00,4/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1453,JAZZ PIANO INSTRUCTION. .,MPP,004/11918,N/A,N/A,Helen Sung,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1453,JAZZ PIANO INSTRUCTION. .,MPP,001/11068,N/A,N/A,Gabriel Guerrero,1.00,0/7,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1453,JAZZ PIANO INSTRUCTION. .,MPP,002/11069,N/A,N/A,Victor Lin,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1453,JAZZ PIANO INSTRUCTION. .,MPP,004/11070,N/A,N/A,Helen Sung,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1455,JAZZ SAXOPHONE INSTRUCTION. .,MPP,001/11919,N/A,N/A,Laubrock Ingrid,1.00,5/8,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1455,JAZZ SAXOPHONE INSTRUCTION. .,MPP,001/11071,N/A,N/A,Laubrock Ingrid,1.00,0/8,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1457,JAZZ TROMBONE INSTRUCTION. .,MPP,001/11922,N/A,N/A,John David Gibson,1.00,2/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1457,JAZZ TROMBONE INSTRUCTION. .,MPP,001/11072,N/A,N/A,John David Gibson,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1459,JAZZ TRUMPET INSTRUCTION. .,MPP,001/11924,N/A,N/A,Don Sickler,1.00,4/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1459,JAZZ TRUMPET INSTRUCTION. .,MPP,001/11073,N/A,N/A,Don Sickler,1.00,0/5,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1461,JAZZ VOICE INSTRUCTION. .,MPP,001/11943,N/A,N/A,Christine Correa,1.00,9/8,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1461,JAZZ VOICE INSTRUCTION. .,MPP,001/11074,N/A,N/A,Christine Correa,1.00,0/8,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1511,COLLEGIUM MUSICUM. .,MPP,001/10929,M 7:30pm - 9:30pm,622 Dodge Building,Ramin Amir Arjomand,1.00,1/30,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1511,COLLEGIUM MUSICUM. .,MPP,001/10760,M 7:30pm - 9:30pm,622 Dodge Building,,1.00,0/30,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1521,UNIVERSITY ORCHESTRA I. .,MPP,001/10927,T 6:30pm - 9:30pm,Room TBA,Jeffrey Milarsky,2.00,70/100,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1521,UNIVERSITY ORCHESTRA I. .,MPP,001/10761,T 6:30pm - 9:30pm,Room TBA,Jeffrey Milarsky,2.00,0/100,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,005/13373,N/A,N/A,Reiko Uchida,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,006/12023,N/A,N/A,Sarah Adams,1.00,8/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,007/12025,N/A,N/A,Eliot Bailen,1.00,6/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,008/13374,N/A,N/A,Allen Blustine,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,009/13375,N/A,N/A,Vicki Bodner,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,010/12031,N/A,N/A,Patrick Jee,1.00,4/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,011/12032,N/A,N/A,Maja Cerar,1.00,3/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,013/13376,N/A,N/A,June Han,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,014/12035,N/A,N/A,Sue Anne Kahn,1.00,2/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,015/12037,N/A,N/A,Amadi Azikiwe,1.00,2/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,016/12038,N/A,N/A,Muneko Otani,1.00,17/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,017/12040,N/A,N/A,Susan Palma-Nidel,1.00,4/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,018/12041,N/A,N/A,Richard Rood,1.00,6/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,019/12042,N/A,N/A,Susan Rotholz,1.00,2/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,023/13481,N/A,N/A,Gwendolyn Krosnick,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,003/15401,N/A,N/A,Ian Sullivan,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,005/15402,N/A,N/A,Reiko Uchida,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,006/11075,N/A,N/A,Sarah Adams,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,007/11076,N/A,N/A,Eliot Bailen,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,008/11077,N/A,N/A,Allen Blustine,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,009/15403,N/A,N/A,Vicki Bodner,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,010/11078,N/A,N/A,Patrick Jee,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,011/11079,N/A,N/A,Maja Cerar,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,012/15404,N/A,N/A,Cyrus Beroukhim,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,013/15405,N/A,N/A,June Han,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,014/11080,N/A,N/A,Sue Anne Kahn,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,016/11081,N/A,N/A,Muneko Otani,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,017/11082,N/A,N/A,Susan Palma-Nidel,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,018/11083,N/A,N/A,Richard Rood,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,019/11084,N/A,N/A,Susan Rotholz,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,020/15406,N/A,N/A,Jessica Thompson,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,021/15407,N/A,N/A,Brad Gemeinhardt,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,022/15408,N/A,N/A,James Wilson,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1531,CHAMBER ENSEMBLE. .,MPP,024/15409,N/A,N/A,Mirna Lekic,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,001/12066,N/A,N/A,Christine Correa,1.00,14/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,002/13482,N/A,N/A,Victor Lin,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,003/12076,N/A,N/A,Leo Traversa,1.00,2/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,004/12080,N/A,N/A,Vince Cherico,1.00,7/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,005/12085,N/A,N/A,Victor Lin,1.00,7/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,006/13483,N/A,N/A,Ole Mathisen,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,007/12098,N/A,N/A,Ole Mathisen,1.00,5/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,008/12102,N/A,N/A,Paul Bollenback,1.00,4/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,009/12109,N/A,N/A,Don Sickler,1.00,11/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,010/13484,N/A,N/A,Don Sickler,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,011/12117,N/A,N/A,John David Gibson,1.00,6/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,001/11085,N/A,N/A,Christine Correa,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,002/15400,N/A,N/A,Victor Lin,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,003/11877,N/A,N/A,Leo Traversa,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,004/11878,N/A,N/A,Vince Cherico,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,005/11879,N/A,N/A,Victor Lin,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,006/15399,N/A,N/A,Ole Mathisen,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,007/11880,N/A,N/A,Ole Mathisen,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,008/11881,N/A,N/A,Paul Bollenback,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,009/11882,N/A,N/A,Don Sickler,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,010/15398,N/A,N/A,Don Sickler,1.00,0/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1541,COLUMBIA UNIV JAZZ ENSEMBL. .,MPP,011/11883,N/A,N/A,John David Gibson,1.00,0/10,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1551,WORLD MUSIC ENSEMBLE. .,MPP,001/12134,N/A,N/A,James Kerr,1.00,6/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1551,WORLD MUSIC ENSEMBLE. .,MPP,002/12137,N/A,N/A,Alicia Lindsey,1.00,7/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1551,WORLD MUSIC ENSEMBLE. .,MPP,003/12140,N/A,N/A,Adam Robinson,1.00,2/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
MPP 1551,WORLD MUSIC ENSEMBLE. .,MPP,004/12143,N/A,N/A,Yumi Kurosawa,1.00,5/25,,https://bulletin.columbia.edu/columbia-college/departments-instruction/music/
