course_code,course_title,department,section,times,location,instructor,credits,enrollment,description,url
N/A,MUSI GU4325 Topics in Music Cognition. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"This advanced seminar builds on the Introduction to Music Cognition (MUSIC UN2320) with an in-depth inquiry into selected key topics in the field of Music Cognition. Specific topics vary each year, depending on interest and availability of instructors, and include human development; evolution; communication and music’s relation to language; embodied knowledge; first-person awareness; metaphor; ineffability; neuroscience; mental representations; memory and anticipation; cross-cultural studies; emotions; musical aesthetics; artificial intelligence; agency; creativity; and music’s relation to other art forms. Each semester the course delves into recent research on 3–4 of these topics, focusing in particular on how this research can be applied to questions of musical knowledge. Advanced readings are drawn from fields as diverse as music theory, psychology, biology, anthropology, philosophy, and neuroscience. They include general works in cognitive science, theoretical work focused on specific musical issues, and reports of empirical research",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,CLEN GU4728 Literature in the Age of AI. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"In this course we will consider the long history of literature composed with, for, and by machines. Our reading list will start with Ramon Llull, the thirteenth-century combinatorial mystic, and continue with readings from Gottfried Leibniz, Francis Bacon, Jonathan Swift, and Samuel Butler. We will read ""Plot Robots"" instrumental to the writing of Hollywood scripts and pulp fiction of the 1920s, the avant-garde poetry of Dada and OULIPO, computer-generated love letters written by Alan Turing, and novels created by the first generation of artificial intelligence researchers in the 1950s and 60s. The course will conclude at the present moment, with an exploration of machine learning techniques of the sort used by Siri, Alexa, and other contemporary chat bots",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PSYC UN2481 Developmental Cognitive Neuroscience. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"The course will be an introduction to the science of structural and functional brain development beginning in the prenatal period. We will cover major domains in both cognitive and social development. This is a flipped course, where students will watch lectures online (three 55 minute lectures each week) and participate in classroom discussions and exercises (1 hour 50 minutes twice a week) with the Professor and each other when in person",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PSYC BC3369 LANGUAGE DEVELOPMENT. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prerequisites: BC1001, one Psychology laboratory course, one of the following: PSYC W2240, BC1128/1129, BC1129, or LIN BC V1101, and permission of the instructor. Enrollment limited to 15 students.
Prerequisites: PSYC BC1001 and one of the following: PSYC W2240, PSYC BC1129, or LING UN1101. Enrollment limited to 15 students. Examines the acquisition of a first language by children, from babbling and first words to complex sentence structure and wider communicative competence. Signed and spoken languages, cross-linguistic variation and universalities, language genesis and change, and acquisition by atypical populations will be discussed",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PSYC GU4222 The Cognitive Neuroscience of Aging (Seminar). .,N/A,N/A,N/A,N/A,N/A,4 points,N/A,Prerequisites: courses in introductory psychology and cognitive psychology; and the instructor's permission.,https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PHIL UN3252 Philosophy of Language and Mind. .,N/A,N/A,N/A,N/A,N/A,3 points,N/A,,https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PSYC BC3369 LANGUAGE DEVELOPMENT. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prerequisites: BC1001, one Psychology laboratory course, one of the following: PSYC W2240, BC1128/1129, BC1129, or LIN BC V1101, and permission of the instructor. Enrollment limited to 15 students.
Prerequisites: PSYC BC1001 and one of the following: PSYC W2240, PSYC BC1129, or LING UN1101. Enrollment limited to 15 students. Examines the acquisition of a first language by children, from babbling and first words to complex sentence structure and wider communicative competence. Signed and spoken languages, cross-linguistic variation and universalities, language genesis and change, and acquisition by atypical populations will be discussed",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,LING GU4202 COGNITIVE LINGUISTICS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: LING UN3101
Reading and discussion of scholarly literature on the cognitive approach to language, including: usage-oriented approaches to language, frame semantics, construction grammar, theories of conceptual metaphor and mental spaces; alongside of experimental research on language acquisition, language memory, prototypical and analogous thinking, and the role of visual imagery in language processing",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,LING GU4206 ADV GRAMMAR AND GRAMMARS. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"Prerequisites: LING UN3101 LING W3101.
An investigation of the possible types of grammatical phenomena (argument structure, tense/aspect/mood, relative clauses, classifiers, and deixis). This typological approach is enriched by the reading of actual grammars of languages from Asia, Africa, Australia, and the Americas in which gramatical descriptions are read with an eye to important notional concepts of grammar: reference and categorization, case and role of arguments with predicates (ergativity), tense/aspect/mood. Discussion of meaning is combined with attention to expression (that is, morphology), which yanks our attention towards language change (grammaticalization)",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PSYC UN2481 Developmental Cognitive Neuroscience. .,N/A,N/A,N/A,N/A,N/A,3.00 points,N/A,"The course will be an introduction to the science of structural and functional brain development beginning in the prenatal period. We will cover major domains in both cognitive and social development. This is a flipped course, where students will watch lectures online (three 55 minute lectures each week) and participate in classroom discussions and exercises (1 hour 50 minutes twice a week) with the Professor and each other when in person",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
N/A,PSYC GU4225 CONSCIOUSNESS ＆ ATTENTION. .,N/A,N/A,N/A,N/A,N/A,4.00 points,N/A,"Prerequisites: the instructor's permission; some basic knowledge of cognitive science and neuroanatomy is desirable, but not necessary.
Modern theories attempt to characterize the human mind in terms of information processing. But machines that process information do not seem to feel anything; a computer may for instance receive inputs from a video camera, yet it would be hard to imagine that it sees or experiences the vividness of colors like we do. Nobody has yet provided a convincing theory as to how to explain the subjective nature of our mental lives in objective physical terms. This is called the problem of consciousness, and is generally considered to be one of the last unsolved puzzles in science. Philosophers even debate whether there could be a solution to this problem at all. Students in this course may be recruited for participation in a voluntary research study. Students who choose not to participate in the study will complete the same course requirements as those who do, and an individual's choice will not affect their grade or status as a student in the course",https://bulletin.columbia.edu/columbia-college/departments-instruction/cognitive-science/
